school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,subject,student_id,school_enc,sex_enc,address_enc,famsize_enc,Pstatus_enc,Mjob_enc,Fjob_enc,reason_enc,guardian_enc,avg_grade,performance_class
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,3,2,8,8,8,Math,262,0,1,1,1,1,4,2,0,1,8.0,At-Risk
GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,1,13,12,12,Math,263,0,1,0,1,1,2,2,0,1,12.333333333333334,Average
GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4,10,9,9,Math,264,0,0,1,1,1,2,2,1,1,9.333333333333334,At-Risk
GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,0,0,1,1,1,1,1,1,1,4,3,3,1,1,3,0,9,10,0,Math,265,0,0,1,1,1,0,3,1,1,6.333333333333333,At-Risk
GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2,0,0,1,1,1,1,1,1,0,4,2,5,3,4,1,13,17,17,17,Math,266,0,1,0,0,0,2,2,3,1,17.0,High
GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,0,0,1,1,1,1,1,1,5,4,4,3,4,5,2,9,9,10,Math,267,0,1,1,1,1,3,2,2,1,9.333333333333334,Average
GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2,0,0,0,1,1,1,1,1,0,4,3,4,2,2,4,8,12,10,11,Math,268,0,0,0,1,1,4,2,3,1,11.0,Average
GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0,0,1,1,1,1,1,1,1,5,4,5,1,3,5,10,10,9,10,Math,269,0,1,1,1,1,1,2,3,0,9.666666666666666,Average
GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,0,6,0,0,Math,270,0,0,0,1,1,2,2,3,1,2.0,At-Risk
GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2,2,0,1,1,1,1,1,1,0,4,3,5,3,3,5,15,9,9,9,Math,271,0,0,1,1,1,2,3,1,2,9.0,At-Risk
GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,0,1,1,1,1,1,1,1,4,5,5,1,3,2,4,15,14,14,Math,272,0,0,1,1,1,2,3,3,0,14.333333333333334,Average
GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,0,0,1,1,0,0,1,0,0,4,4,3,1,1,3,2,11,11,11,Math,273,0,0,1,0,1,2,2,1,1,11.0,Average
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,0,1,1,1,0,1,0,1,3,5,2,2,2,1,2,15,14,14,Math,274,0,1,0,1,1,0,0,1,1,14.333333333333334,Average
GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0,0,1,1,0,1,1,1,1,4,3,3,1,1,1,2,10,10,10,Math,275,0,0,1,1,1,0,1,3,1,10.0,Average
GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,0,1,1,1,0,1,1,1,1,4,4,4,2,3,5,6,12,12,12,Math,276,0,0,1,0,1,3,2,0,1,12.0,Average
GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,75,10,9,9,Math,277,0,0,0,1,0,2,3,1,1,9.333333333333334,At-Risk
GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,0,0,1,1,1,1,1,0,3,2,4,1,4,3,22,9,9,9,Math,278,0,1,1,1,1,4,3,1,1,9.0,At-Risk
GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,15,9,8,8,Math,279,0,0,1,1,1,1,1,3,0,8.333333333333334,At-Risk
GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,0,0,0,1,1,1,1,1,0,4,2,3,1,2,1,8,10,11,10,Math,280,0,1,1,0,1,4,3,0,1,10.333333333333334,Average
GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,0,0,1,1,1,1,1,1,4,5,4,2,4,5,30,8,8,8,Math,281,0,1,1,0,0,3,2,1,1,8.0,At-Risk
GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,1,0,0,0,0,1,1,1,0,4,4,4,3,4,3,19,11,9,10,Math,282,0,1,1,0,0,4,3,1,1,10.0,Average
GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,0,1,1,1,1,1,0,0,5,2,2,1,1,3,1,12,12,12,Math,283,0,0,0,0,1,0,2,3,1,12.0,Average
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,4,8,9,10,Math,284,0,0,1,1,1,2,2,1,1,9.0,Average
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,4,10,9,11,Math,285,0,0,1,1,1,2,2,0,1,10.0,Average
GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,0,0,0,1,0,0,1,1,0,4,3,3,1,2,4,2,12,10,11,Math,286,0,1,1,1,1,2,2,3,0,11.0,Average
GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,2,2,5,18,18,19,Math,287,0,0,1,1,1,0,0,2,1,18.333333333333332,High
GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,6,13,12,12,Math,288,0,0,1,1,1,3,4,3,1,12.333333333333334,Average
GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,0,0,1,1,1,1,1,0,4,2,4,1,3,2,6,15,14,14,Math,289,0,1,1,1,1,3,3,3,1,14.333333333333334,Average
GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,0,1,1,1,1,1,1,0,5,4,3,1,1,2,9,15,13,15,Math,290,0,1,1,0,0,4,4,3,1,14.333333333333334,High
GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,0,1,1,1,1,1,1,1,4,3,2,1,4,5,11,12,11,11,Math,291,0,1,1,1,1,4,2,1,1,11.333333333333334,Average
GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,0,1,1,0,1,1,1,0,4,2,2,1,2,3,0,15,15,15,Math,292,0,0,1,1,1,1,3,3,1,15.0,High
GP,F,18,U,LE3,T,2,1,services,at_home,reputation,mother,1,2,1,0,0,0,0,1,1,1,1,5,4,3,1,1,5,12,12,12,13,Math,293,0,0,1,0,1,3,0,3,1,12.333333333333334,Average
GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,0,0,1,1,0,1,1,0,0,3,1,2,1,1,3,6,18,18,18,Math,294,0,0,0,0,1,3,2,3,1,18.0,High
GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,0,1,1,1,1,1,1,0,5,4,2,1,1,4,8,14,13,14,Math,295,0,1,0,0,1,3,2,3,1,13.666666666666666,Average
GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0,0,1,1,0,1,1,1,0,4,4,3,1,3,5,4,14,12,11,Math,296,0,1,1,1,1,1,2,1,1,12.333333333333334,Average
GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,0,0,1,1,1,1,1,1,0,2,3,4,2,3,2,0,10,9,0,Math,297,0,0,1,1,1,1,2,3,2,6.333333333333333,At-Risk
GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,0,0,1,1,0,1,1,1,1,4,4,5,1,2,2,10,10,8,8,Math,298,0,0,1,0,1,2,2,1,2,8.666666666666666,At-Risk
GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,14,13,14,Math,299,0,0,1,1,1,2,2,3,0,13.666666666666666,Average
GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,0,1,1,0,1,1,1,1,1,4,2,2,2,1,5,16,15,16,Math,300,0,1,1,0,1,4,4,1,1,15.666666666666666,High
GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,0,0,1,0,0,1,1,1,1,4,2,4,1,1,4,14,12,10,11,Math,301,0,0,1,0,0,1,2,1,1,11.0,Average
GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,0,0,0,1,0,1,1,1,0,4,1,1,2,2,5,0,11,11,10,Math,302,0,1,1,0,1,2,4,1,0,10.666666666666666,Average
GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,15,12,14,Math,303,0,0,1,1,1,2,2,3,1,13.666666666666666,Average
GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0,0,1,1,1,0,1,1,0,5,2,2,1,2,5,0,17,17,18,Math,304,0,0,1,1,1,1,1,3,0,17.333333333333332,High
GP,M,19,U,GT3,T,3,3,other,other,home,other,1,2,1,0,1,0,1,1,1,1,1,4,4,4,1,1,3,20,15,14,13,Math,305,0,1,1,1,1,2,2,1,2,14.0,Average
GP,F,18,U,GT3,T,2,4,services,at_home,reputation,other,1,2,1,0,1,1,1,1,1,1,0,4,4,3,1,1,3,8,14,12,12,Math,306,0,0,1,1,1,3,0,3,2,12.666666666666666,Average
GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,0,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,17,18,18,Math,307,0,1,1,1,0,3,2,0,2,17.666666666666668,High
GP,M,19,U,GT3,T,4,4,teacher,services,reputation,other,2,1,1,0,1,1,0,1,1,1,1,4,3,4,1,1,4,38,8,9,8,Math,308,0,1,1,1,1,4,3,3,2,8.333333333333334,At-Risk
GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,1,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,15,12,12,Math,309,0,1,0,1,1,2,3,3,0,13.0,Average
GP,F,19,U,LE3,T,1,1,at_home,other,reputation,other,1,2,1,1,1,0,1,0,1,1,0,4,4,3,1,3,3,18,12,10,10,Math,310,0,0,1,0,1,0,2,3,2,10.666666666666666,Average
GP,F,19,U,LE3,T,1,2,services,services,home,other,1,2,1,0,0,0,1,0,1,0,1,4,2,4,2,2,3,0,9,9,0,Math,311,0,0,1,0,1,3,3,1,2,6.0,At-Risk
GP,F,19,U,GT3,T,2,1,at_home,other,other,other,3,2,0,0,1,0,0,1,0,1,1,3,4,1,1,1,2,20,14,12,13,Math,312,0,0,1,1,1,0,2,2,2,13.0,Average
GP,M,19,U,GT3,T,1,2,other,services,course,other,1,2,1,0,0,0,0,0,1,1,0,4,5,2,2,2,4,3,13,11,11,Math,313,0,1,1,1,1,2,3,0,2,11.666666666666666,Average
GP,F,19,U,LE3,T,3,2,services,other,reputation,other,2,2,1,0,1,1,0,0,1,1,1,4,2,2,1,2,1,22,13,10,11,Math,314,0,0,1,0,1,3,2,3,2,11.333333333333334,Average
GP,F,19,U,GT3,T,1,1,at_home,health,home,other,1,3,2,0,0,0,0,0,1,1,1,4,1,2,1,1,3,14,15,13,13,Math,315,0,0,1,1,1,0,1,1,2,13.666666666666666,Average
GP,F,19,R,GT3,T,2,3,other,other,reputation,other,1,3,1,0,0,0,0,1,1,1,1,4,1,2,1,1,3,40,13,11,11,Math,316,0,0,0,1,1,2,2,3,2,11.666666666666666,Average
GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,2,1,0,8,8,0,Math,317,0,0,1,1,1,3,2,0,1,5.333333333333333,At-Risk
GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,0,1,1,1,1,1,1,1,4,3,4,1,1,5,9,9,10,9,Math,318,0,0,1,1,1,2,2,0,1,9.333333333333334,At-Risk
GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,0,0,1,1,1,0,1,1,0,4,3,4,2,5,5,0,11,11,10,Math,319,0,0,0,1,1,0,3,0,0,10.666666666666666,Average
GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,0,0,1,1,0,1,1,1,0,4,4,4,3,3,5,2,11,11,11,Math,320,0,0,1,1,1,4,2,0,1,11.0,Average
GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,0,1,1,0,1,1,1,1,5,2,2,1,2,5,23,13,13,13,Math,321,0,0,1,1,0,3,3,0,1,13.0,Average
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,12,11,9,9,Math,322,0,0,1,1,1,2,2,0,1,9.666666666666666,At-Risk
GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,0,0,1,1,1,1,1,1,0,3,3,2,2,2,3,3,11,11,11,Math,323,0,0,0,0,1,3,3,0,1,11.0,Average
GP,F,17,U,GT3,T,3,1,services,services,course,father,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,1,12,14,15,Math,324,0,0,1,1,1,3,3,0,0,13.666666666666666,High
GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,16,15,15,Math,325,0,0,1,0,1,0,0,1,0,15.333333333333334,High
GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,3,9,12,11,Math,326,0,1,1,1,1,2,2,0,1,10.666666666666666,Average
GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,3,14,15,16,Math,327,0,1,1,1,1,2,3,3,1,15.0,High
GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,8,11,10,10,Math,328,0,1,0,1,1,3,2,0,1,10.333333333333334,Average
GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,0,1,1,1,1,1,1,0,5,4,4,1,3,4,7,10,9,9,Math,329,0,0,1,1,1,4,3,0,1,9.333333333333334,At-Risk
GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,0,1,1,0,0,1,1,1,4,3,3,1,2,4,4,14,14,14,Math,330,0,0,1,1,1,4,4,0,1,14.0,Average
GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,0,0,1,0,1,1,1,1,0,4,5,5,2,4,5,2,9,8,8,Math,331,0,1,1,0,1,2,2,0,1,8.333333333333334,At-Risk
GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,7,12,14,14,Math,332,0,0,0,1,1,0,2,0,0,13.333333333333334,Average
GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,0,7,0,0,Math,333,0,0,1,1,1,3,3,1,1,2.3333333333333335,At-Risk
GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,0,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,8,8,0,Math,334,0,0,1,0,1,2,2,1,2,5.333333333333333,At-Risk
GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,0,10,9,0,Math,335,0,0,0,1,1,0,2,0,1,6.333333333333333,At-Risk
GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16,16,15,15,Math,336,0,0,1,1,1,3,2,0,1,15.333333333333334,High
GP,F,19,R,GT3,A,3,1,services,at_home,home,other,1,3,1,0,0,1,0,1,1,0,0,5,4,3,1,2,5,12,14,13,13,Math,337,0,0,0,1,0,3,0,1,2,13.333333333333334,Average
GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,2,0,0,1,1,0,1,1,1,1,4,3,2,2,3,2,0,7,8,0,Math,338,0,0,1,1,1,2,2,1,1,5.0,At-Risk
GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,7,16,15,17,Math,339,0,0,1,0,1,3,3,1,1,16.0,High
GP,F,17,R,GT3,A,3,2,other,other,home,mother,1,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,2,4,9,10,10,Math,340,0,0,0,1,0,2,2,1,1,9.666666666666666,Average
GP,F,19,U,GT3,T,2,1,services,services,home,other,1,3,1,0,0,1,1,1,1,1,1,4,3,4,1,3,3,4,11,12,11,Math,341,0,0,1,1,1,3,3,1,2,11.333333333333334,Average
GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,2,1,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0,10,10,0,Math,342,0,1,1,1,1,4,3,1,0,6.666666666666667,At-Risk
GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,11,16,15,15,Math,343,0,1,1,0,1,3,2,1,1,15.333333333333334,High
GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,2,1,0,1,0,0,1,1,1,1,3,3,1,1,2,4,0,9,8,0,Math,344,0,0,1,1,0,0,0,1,0,5.666666666666667,At-Risk
GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,4,11,10,10,Math,345,0,0,1,1,1,0,2,0,1,10.333333333333334,Average
GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,7,13,13,14,Math,346,0,0,1,1,1,2,3,2,1,13.333333333333334,Average
GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,9,16,15,16,Math,347,0,1,0,1,1,4,3,0,1,15.666666666666666,High
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,3,0,0,1,1,0,1,1,1,1,5,4,5,2,3,5,0,10,10,9,Math,348,0,1,1,1,1,4,2,0,1,9.666666666666666,At-Risk
GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,0,1,1,1,1,1,1,1,4,4,3,1,3,4,0,13,15,15,Math,349,0,0,1,1,1,1,2,3,1,14.333333333333334,High
MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,1,0,1,0,0,0,1,1,0,2,5,5,5,5,5,10,11,13,13,Math,350,1,1,0,1,1,2,2,0,1,12.333333333333334,Average
MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,3,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8,8,7,8,Math,351,1,1,0,1,1,2,3,1,2,7.666666666666667,At-Risk
MS,M,17,U,GT3,T,3,3,health,other,course,mother,2,2,0,0,1,1,0,1,1,1,0,4,5,4,2,3,3,2,13,13,13,Math,352,1,1,1,1,1,1,2,0,1,13.0,Average
MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,1,1,0,0,0,0,1,0,1,1,4,3,3,2,3,3,7,8,7,8,Math,353,1,1,1,0,1,0,3,0,1,7.666666666666667,At-Risk
MS,M,19,R,GT3,T,1,1,other,other,home,other,3,1,1,0,1,0,0,1,1,1,0,4,4,4,3,3,5,4,8,8,8,Math,354,1,1,0,1,1,2,2,1,2,8.0,At-Risk
MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,0,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4,13,11,11,Math,355,1,1,0,1,1,3,2,1,1,11.666666666666666,Average
MS,F,18,U,GT3,T,3,3,services,services,course,father,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,10,9,9,Math,356,1,0,1,1,1,3,3,0,0,9.333333333333334,At-Risk
MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,4,12,13,13,Math,357,1,0,0,1,1,4,3,2,0,12.666666666666666,Average
MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,2,12,12,11,Math,358,1,0,1,0,0,3,2,3,1,11.666666666666666,Average
MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,4,10,10,10,Math,359,1,1,1,0,1,2,3,1,0,10.0,Average
MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,18,16,16,Math,360,1,0,1,0,1,0,3,0,0,16.666666666666668,High
MS,F,18,R,LE3,A,1,4,at_home,other,course,mother,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,13,13,13,Math,361,1,0,0,0,0,0,2,0,1,13.0,Average
MS,M,18,R,LE3,T,1,1,at_home,other,other,mother,2,2,1,0,0,0,1,0,0,0,0,4,4,3,2,3,5,2,13,12,12,Math,362,1,1,0,0,1,0,2,2,1,12.333333333333334,Average
MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,0,11,11,10,Math,363,1,0,1,1,1,3,3,2,1,10.666666666666666,Average
MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,1,2,0,0,1,1,1,1,1,1,1,2,3,4,1,1,1,0,16,15,15,Math,364,1,0,1,0,1,0,0,0,1,15.333333333333334,High
MS,F,17,R,GT3,T,1,2,other,services,course,father,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,12,11,12,Math,365,1,0,0,1,1,2,3,0,0,11.666666666666666,Average
MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,4,10,10,10,Math,366,1,1,0,1,1,0,2,0,1,10.0,Average
MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,3,0,0,0,1,0,1,1,1,1,4,2,2,2,2,5,0,13,13,13,Math,367,1,1,1,0,1,4,3,2,1,13.0,Average
MS,F,17,R,GT3,T,1,1,other,services,reputation,mother,3,1,1,0,1,1,0,1,1,1,1,5,2,1,1,2,1,0,7,6,0,Math,368,1,0,0,1,1,2,3,3,1,4.333333333333333,At-Risk
MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,1,0,0,1,1,0,1,1,1,1,5,2,3,1,2,4,0,11,10,10,Math,369,1,0,1,1,1,0,3,0,0,10.333333333333334,Average
MS,F,18,R,GT3,T,4,4,other,teacher,other,father,3,2,0,0,1,1,0,0,1,1,1,3,2,2,4,2,5,10,14,12,11,Math,370,1,0,0,1,1,2,4,2,0,12.333333333333334,Average
MS,F,19,U,LE3,T,3,2,services,services,home,other,2,2,2,0,0,0,1,1,1,0,1,3,2,2,1,1,3,4,7,7,9,Math,371,1,0,1,0,1,3,3,1,2,7.666666666666667,At-Risk
MS,M,18,R,LE3,T,1,2,at_home,services,other,father,3,1,0,0,1,1,1,1,0,1,1,4,3,3,2,3,3,3,14,12,12,Math,372,1,1,0,0,1,0,3,2,0,12.666666666666666,Average
MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,13,11,11,Math,373,1,0,1,1,1,2,0,1,1,11.666666666666666,Average
MS,F,17,R,GT3,T,1,2,other,other,course,mother,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,14,6,5,5,Math,374,1,0,0,1,1,2,2,0,1,5.333333333333333,At-Risk
MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,19,18,19,Math,375,1,0,0,0,1,2,2,3,1,18.666666666666668,High
MS,F,18,R,GT3,T,1,1,other,other,home,mother,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,2,8,8,10,Math,376,1,0,0,1,1,2,2,1,1,8.666666666666666,Average
MS,F,20,U,GT3,T,4,2,health,other,course,other,2,3,2,0,1,1,0,0,1,1,1,5,4,3,1,1,3,4,15,14,15,Math,377,1,0,1,1,1,1,2,0,2,14.666666666666666,High
MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,1,2,0,0,0,1,1,1,1,1,0,5,4,3,3,4,2,4,8,9,10,Math,378,1,0,0,0,1,4,3,0,1,9.0,Average
MS,F,18,U,GT3,T,3,3,other,other,home,mother,1,2,0,0,0,1,0,1,1,1,1,4,1,3,1,2,1,0,15,15,15,Math,379,1,0,1,1,1,2,2,1,1,15.0,High
MS,F,17,R,GT3,T,3,1,at_home,other,reputation,mother,1,2,0,0,1,1,1,0,1,1,0,4,5,4,2,3,1,17,10,10,10,Math,380,1,0,0,1,1,0,2,3,1,10.0,Average
MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,1,2,0,0,0,1,1,0,1,1,0,3,2,4,1,4,2,4,15,14,14,Math,381,1,1,1,1,1,4,4,1,0,14.333333333333334,Average
MS,M,18,R,GT3,T,2,1,other,other,other,mother,2,1,0,0,0,0,1,0,1,1,1,4,4,3,1,3,5,5,7,6,7,Math,382,1,1,0,1,1,2,2,2,1,6.666666666666667,At-Risk
MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2,0,0,0,0,1,1,1,1,0,4,4,3,1,1,3,2,11,11,10,Math,383,1,1,1,1,1,2,3,1,0,10.666666666666666,Average
MS,M,19,R,GT3,T,1,1,other,services,other,mother,2,1,1,0,0,0,0,1,1,0,0,4,3,2,1,3,5,0,6,5,0,Math,384,1,1,0,1,1,2,3,2,1,3.6666666666666665,At-Risk
MS,M,18,R,GT3,T,4,2,other,other,home,father,2,1,1,0,0,1,0,1,1,0,0,5,4,3,4,3,3,14,6,5,5,Math,385,1,1,0,1,1,2,2,1,0,5.333333333333333,At-Risk
MS,F,18,R,GT3,T,2,2,at_home,other,other,mother,2,3,0,0,0,1,0,1,1,0,0,5,3,3,1,3,4,2,10,9,10,Math,386,1,0,0,1,1,0,2,2,1,9.666666666666666,Average
MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,3,1,0,0,1,1,1,1,1,1,1,4,4,3,2,2,5,7,6,5,6,Math,387,1,0,0,1,1,4,0,3,1,5.666666666666667,At-Risk
MS,F,19,R,GT3,T,2,3,services,other,course,mother,1,3,1,0,0,0,1,0,1,1,0,5,4,2,1,2,5,0,7,5,0,Math,388,1,0,0,1,1,3,2,0,1,4.0,At-Risk
MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1,2,0,0,1,1,0,1,1,1,0,4,3,4,1,1,1,0,7,9,8,Math,389,1,0,1,0,1,4,3,0,1,8.0,At-Risk
MS,F,18,U,GT3,T,1,1,other,other,course,mother,2,2,1,0,0,0,1,1,1,0,0,1,1,1,1,1,5,0,6,5,0,Math,390,1,0,1,1,1,2,2,0,1,3.6666666666666665,At-Risk
MS,M,20,U,LE3,A,2,2,services,services,course,other,1,2,2,0,1,1,0,1,1,0,0,5,5,4,4,5,4,11,9,9,9,Math,391,1,1,1,0,0,3,3,0,2,9.0,At-Risk
MS,M,17,U,LE3,T,3,1,services,services,course,mother,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,3,14,16,16,Math,392,1,1,1,0,1,3,3,0,1,15.333333333333334,High
