student_id,G1,G2,G3,absences,failures,cluster_label,performance_class,urgency,intervention,risk_factor_count
695,10,12,12,8,0,Average,Average,Medium,Health & wellbeing referral,1
696,15,15,15,2,0,High Performer,High,Medium,Health & wellbeing referral,1
697,10,10,11,2,0,High Performer,Average,Low,Standard monitoring,0
698,10,11,12,2,0,Average,Average,Low,Standard monitoring,0
699,15,12,13,2,0,High Performer,Average,Low,Standard monitoring,0
700,11,12,13,0,0,Average,Average,Low,Standard monitoring,0
701,8,8,9,8,0,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop,1
702,15,16,16,6,0,High Performer,High,Medium,Wellness & substance awareness program | Health & wellbeing referral,2
703,11,11,14,0,0,At-Risk,Average,High,Priority academic counseling | Wellness & substance awareness program,1
704,10,11,12,8,0,High Performer,Average,Low,Standard monitoring,0
705,10,12,14,4,0,High Performer,Average,Low,Standard monitoring,0
706,8,9,10,12,0,At-Risk,Average,High,Priority academic counseling,0
707,11,12,12,16,0,At-Risk,Average,High,Priority academic counseling | Attendance counseling + parent contact,1
708,16,16,16,10,0,High Performer,High,Medium,Health & wellbeing referral,1
709,13,13,13,2,0,Average,Average,Medium,Family engagement program,1
710,16,17,18,2,0,Average,High,Medium,Health & wellbeing referral,1
711,14,14,15,8,0,Average,High,Medium,Health & wellbeing referral,1
712,15,16,16,6,0,High Performer,High,Medium,Health & wellbeing referral,1
713,12,12,12,6,0,At-Risk,Average,High,Priority academic counseling,0
714,12,9,10,15,0,Average,Average,Low,Standard monitoring,0
715,11,12,12,6,0,High Performer,Average,Medium,Study skills workshop | Wellness & substance awareness program,2
716,14,12,13,2,1,High Performer,Average,Low,Standard monitoring,0
717,13,15,15,8,0,Average,High,Medium,Health & wellbeing referral,1
718,9,8,10,0,1,At-Risk,Average,High,Priority academic counseling | Wellness & substance awareness program,1
719,10,10,10,0,0,High Performer,Average,Medium,Study skills workshop | Health & wellbeing referral,2
720,10,10,11,10,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
721,11,11,10,22,0,At-Risk,Average,High,Priority academic counseling | Attendance counseling + parent contact | Study skills workshop | Wellness & substance awareness program,3
722,13,13,13,18,0,At-Risk,Average,High,Priority academic counseling | Attendance counseling + parent contact | Study skills workshop | Wellness & substance awareness program,3
723,17,17,18,2,0,Average,High,Medium,Family engagement program,1
724,12,13,13,0,0,Average,Average,Medium,Family engagement program,1
725,12,12,14,12,0,Average,Average,Low,Standard monitoring,0
726,12,13,14,10,0,Average,Average,Low,Standard monitoring,0
727,12,12,12,0,0,Average,Average,Medium,Family engagement program,1
728,18,18,18,0,0,High Performer,High,Medium,Health & wellbeing referral,1
729,13,13,14,0,0,Average,Average,Medium,Family engagement program,1
730,14,15,15,0,0,Average,High,Medium,Health & wellbeing referral,1
731,17,17,17,0,0,High Performer,High,Medium,Health & wellbeing referral,1
732,15,16,16,2,0,High Performer,High,Medium,Wellness & substance awareness program,1
733,17,18,18,0,0,High Performer,High,Low,Standard monitoring,0
734,18,19,19,0,0,Average,High,Low,Standard monitoring,0
735,14,15,15,0,0,High Performer,High,Low,Standard monitoring,0
736,14,15,15,0,0,High Performer,High,Medium,Study skills workshop,1
737,14,13,13,2,0,High Performer,Average,Medium,Health & wellbeing referral,1
738,13,14,14,0,0,High Performer,Average,Medium,Health & wellbeing referral,1
739,16,17,17,0,0,High Performer,High,Low,Standard monitoring,0
740,18,18,17,0,0,High Performer,High,Medium,Study skills workshop | Health & wellbeing referral,2
741,14,15,15,0,0,High Performer,High,Low,Standard monitoring,0
742,12,13,13,0,0,High Performer,Average,Medium,Study skills workshop,1
743,7,7,8,0,0,High Performer,At-Risk,Medium,Early exam preparation support,1
744,16,16,16,0,0,High Performer,High,Low,Standard monitoring,0
745,18,18,18,0,0,High Performer,High,Low,Standard monitoring,0
746,9,10,11,0,1,Average,Average,Low,Standard monitoring,0
747,14,15,15,0,2,Average,High,Medium,Remedial tutoring program | Study skills workshop,2
748,10,10,11,0,0,Average,Average,Low,Standard monitoring,0
749,10,10,11,2,0,Average,Average,Low,Standard monitoring,0
750,12,12,15,2,0,Average,High,Medium,Health & wellbeing referral,1
751,11,12,14,2,0,Average,Average,Low,Standard monitoring,0
752,15,16,17,2,0,High Performer,High,Medium,Study skills workshop,1
753,14,15,17,2,0,High Performer,High,Low,Standard monitoring,0
754,12,12,15,8,0,High Performer,High,High,Study skills workshop | Wellness & substance awareness program | Health & wellbeing referral,3
755,15,15,17,2,0,High Performer,High,Medium,Wellness & substance awareness program,1
756,11,12,14,8,0,High Performer,Average,Low,Standard monitoring,0
757,11,10,10,9,0,High Performer,Average,Medium,Health & wellbeing referral,1
758,12,11,13,0,0,High Performer,Average,Low,Standard monitoring,0
759,11,12,14,4,0,High Performer,Average,Medium,Study skills workshop | Health & wellbeing referral,2
760,14,15,17,2,0,High Performer,High,Medium,Study skills workshop,1
761,15,14,17,14,0,High Performer,High,Low,Standard monitoring,0
762,12,12,13,0,0,High Performer,Average,Low,Standard monitoring,0
763,11,12,14,2,0,Average,Average,Medium,Health & wellbeing referral,1
764,8,9,11,2,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
765,10,10,11,12,0,At-Risk,Average,High,Priority academic counseling | Wellness & substance awareness program | Family engagement program,2
766,8,8,9,2,2,Average,At-Risk,Medium,Remedial tutoring program | Family engagement program,2
767,10,10,10,2,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
768,14,13,13,4,0,Average,Average,Low,Standard monitoring,0
769,11,11,10,0,0,Average,Average,Low,Standard monitoring,0
770,17,18,17,0,0,High Performer,High,Low,Standard monitoring,0
771,14,14,15,0,0,Average,High,Medium,Health & wellbeing referral,1
772,14,14,14,0,0,Average,Average,Medium,Health & wellbeing referral | Family engagement program,2
773,13,14,13,0,0,High Performer,Average,Low,Standard monitoring,0
774,17,18,17,0,0,High Performer,High,Medium,Study skills workshop | Wellness & substance awareness program,2
775,11,10,10,2,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
776,13,12,13,0,0,High Performer,Average,Low,Standard monitoring,0
777,15,14,15,4,0,High Performer,High,Low,Standard monitoring,0
778,11,12,11,2,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
779,11,11,12,0,0,At-Risk,Average,High,Priority academic counseling | Wellness & substance awareness program,1
780,11,10,10,0,0,Average,Average,Medium,Study skills workshop,1
781,10,9,10,2,0,Average,Average,Medium,Health & wellbeing referral,1
782,15,15,15,0,0,High Performer,High,Low,Standard monitoring,0
783,15,14,15,6,0,High Performer,High,Medium,Study skills workshop,1
784,10,11,12,8,0,High Performer,Average,Low,Standard monitoring,0
785,10,9,12,0,0,Average,Average,Medium,Health & wellbeing referral,1
786,14,13,14,6,0,Average,Average,Low,Standard monitoring,0
787,11,13,14,8,0,High Performer,Average,Low,Standard monitoring,0
788,12,13,15,0,0,High Performer,High,Medium,Health & wellbeing referral,1
789,14,14,15,4,0,High Performer,High,Medium,Health & wellbeing referral,1
790,14,14,16,0,0,High Performer,High,Medium,Health & wellbeing referral,1
791,12,12,13,0,0,High Performer,Average,Medium,Health & wellbeing referral,1
792,16,16,17,6,0,High Performer,High,Low,Standard monitoring,0
793,10,12,14,18,0,Average,Average,Medium,Attendance counseling + parent contact,1
794,11,12,14,0,0,Average,Average,Low,Standard monitoring,0
795,14,16,17,4,0,High Performer,High,Medium,Health & wellbeing referral,1
796,15,14,17,4,0,High Performer,High,Low,Standard monitoring,0
797,14,13,14,0,0,High Performer,Average,Low,Standard monitoring,0
798,11,12,13,0,0,High Performer,Average,Low,Standard monitoring,0
799,12,15,15,10,0,Average,High,Medium,Health & wellbeing referral,1
800,12,16,16,4,0,At-Risk,High,High,Priority academic counseling | Wellness & substance awareness program,1
801,10,11,11,16,1,At-Risk,Average,High,Priority academic counseling | Attendance counseling + parent contact | Study skills workshop | Wellness & substance awareness program,3
802,10,13,13,6,1,Average,Average,Medium,Study skills workshop,1
803,9,12,12,0,2,High Performer,Average,Medium,Remedial tutoring program,1
804,9,11,12,11,0,At-Risk,Average,High,Priority academic counseling,0
805,13,14,15,9,0,High Performer,High,Medium,Wellness & substance awareness program | Health & wellbeing referral,2
806,13,17,17,0,0,High Performer,High,Low,Standard monitoring,0
807,12,15,15,2,0,High Performer,High,Low,Standard monitoring,0
808,14,17,17,0,0,High Performer,High,Low,Standard monitoring,0
809,9,10,10,21,2,At-Risk,Average,High,Priority academic counseling | Remedial tutoring program | Attendance counseling + parent contact | Wellness & substance awareness program | Family engagement program,4
810,11,15,15,8,0,Average,High,Medium,Family engagement program,1
811,9,10,11,5,1,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
812,16,18,18,10,0,High Performer,High,Low,Standard monitoring,0
813,14,17,17,5,0,High Performer,High,Medium,Health & wellbeing referral,1
814,13,14,14,13,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
815,7,11,11,10,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
816,14,17,17,10,0,High Performer,High,Low,Standard monitoring,0
817,8,10,10,5,1,Average,Average,Medium,Study skills workshop | Family engagement program,2
818,10,13,13,4,0,Average,Average,Medium,Health & wellbeing referral,1
819,10,11,11,11,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop,1
820,12,12,12,0,0,Average,Average,Low,Standard monitoring,0
821,10,10,10,6,1,Average,Average,High,Study skills workshop | Health & wellbeing referral | Family engagement program,3
822,10,10,11,4,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop,1
823,16,17,17,0,0,High Performer,High,Low,Standard monitoring,0
824,6,8,9,0,0,Average,At-Risk,Medium,Study skills workshop | Health & wellbeing referral,2
825,10,11,11,5,0,High Performer,Average,Medium,Health & wellbeing referral,1
826,10,11,11,0,0,Average,Average,Low,Standard monitoring,0
827,10,10,10,0,1,Average,Average,Low,Standard monitoring,0
828,6,6,7,0,1,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop | Early exam preparation support | Family engagement program,3
829,13,14,14,0,0,High Performer,Average,Medium,Study skills workshop | Wellness & substance awareness program,2
830,10,9,11,4,0,Average,Average,Medium,Health & wellbeing referral,1
831,10,10,10,0,0,Average,Average,Medium,Family engagement program,1
832,6,7,8,4,1,Average,At-Risk,High,Study skills workshop | Early exam preparation support | Health & wellbeing referral | Family engagement program,4
833,12,11,12,0,0,Average,Average,Medium,Study skills workshop | Health & wellbeing referral,2
834,10,11,12,2,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop,1
835,14,16,16,0,0,High Performer,High,Medium,Study skills workshop,1
836,7,0,0,0,0,At-Risk,At-Risk,High,Priority academic counseling | Wellness & substance awareness program | Early exam preparation support | Family engagement program,3
837,8,9,9,4,0,At-Risk,At-Risk,High,Priority academic counseling | Wellness & substance awareness program | Family engagement program,2
838,12,13,14,0,0,High Performer,Average,Medium,Health & wellbeing referral,1
839,7,9,8,7,0,Average,At-Risk,Medium,Health & wellbeing referral,1
840,9,10,11,4,0,High Performer,Average,Low,Standard monitoring,0
841,7,9,9,8,0,At-Risk,At-Risk,High,Priority academic counseling | Wellness & substance awareness program | Family engagement program,2
842,11,11,11,0,0,High Performer,Average,Low,Standard monitoring,0
843,8,10,9,8,0,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
844,16,16,17,6,0,High Performer,High,Low,Standard monitoring,0
845,11,13,13,3,0,Average,Average,Medium,Study skills workshop | Health & wellbeing referral,2
846,15,15,15,2,0,High Performer,High,Medium,Health & wellbeing referral,1
847,10,11,11,0,0,Average,Average,Low,Standard monitoring,0
848,9,10,11,4,0,Average,Average,Low,Standard monitoring,0
849,10,8,8,0,1,Average,At-Risk,Low,Standard monitoring,0
850,9,8,8,3,1,Average,At-Risk,Low,Standard monitoring,0
851,9,10,9,0,0,Average,At-Risk,Medium,Health & wellbeing referral,1
852,13,14,15,0,0,Average,High,Medium,Health & wellbeing referral | Family engagement program,2
853,10,11,11,4,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
854,13,10,13,0,0,Average,Average,Medium,Health & wellbeing referral | Family engagement program,2
855,10,9,10,2,0,Average,Average,Medium,Family engagement program,1
856,11,10,11,1,0,Average,Average,Medium,Health & wellbeing referral | Family engagement program,2
857,13,12,14,0,0,Average,Average,High,Study skills workshop | Wellness & substance awareness program | Health & wellbeing referral | Family engagement program,4
858,13,14,14,0,0,Average,Average,Medium,Health & wellbeing referral | Family engagement program,2
859,14,11,12,2,0,Average,Average,Low,Standard monitoring,0
860,11,11,11,6,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program | Family engagement program,3
861,9,8,8,9,1,At-Risk,At-Risk,High,Priority academic counseling,0
862,10,9,11,0,0,Average,Average,Medium,Study skills workshop,1
863,14,13,14,1,0,Average,Average,Medium,Health & wellbeing referral,1
864,13,12,13,1,0,Average,Average,Medium,Study skills workshop,1
865,13,12,13,0,0,High Performer,Average,Low,Standard monitoring,0
866,13,12,12,4,0,High Performer,Average,Medium,Health & wellbeing referral,1
867,12,11,12,2,1,Average,Average,Low,Standard monitoring,0
868,14,14,16,0,0,Average,High,Medium,Study skills workshop,1
869,10,8,10,4,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop,1
870,10,11,11,2,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
871,12,13,14,0,0,Average,Average,Low,Standard monitoring,0
872,10,8,8,2,0,Average,At-Risk,Medium,Study skills workshop,1
873,12,10,11,11,0,High Performer,Average,Medium,Study skills workshop | Wellness & substance awareness program,2
874,7,7,8,0,3,Average,At-Risk,High,Remedial tutoring program | Early exam preparation support | Health & wellbeing referral | Family engagement program,4
875,9,9,10,4,0,Average,Average,Medium,Study skills workshop,1
876,9,9,10,0,1,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Health & wellbeing referral,2
877,9,10,11,2,0,Average,Average,Medium,Study skills workshop,1
878,9,10,9,0,0,Average,At-Risk,Medium,Study skills workshop | Family engagement program,2
879,9,10,11,1,0,At-Risk,Average,High,Priority academic counseling | Health & wellbeing referral,1
880,7,7,8,6,0,Average,At-Risk,High,Study skills workshop | Early exam preparation support | Health & wellbeing referral,3
881,11,10,11,0,0,Average,Average,Low,Standard monitoring,0
882,9,10,10,1,1,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
883,7,9,10,6,2,Average,Average,Medium,Remedial tutoring program | Health & wellbeing referral,2
884,7,9,9,6,1,Average,At-Risk,Medium,Family engagement program,1
885,8,9,10,0,1,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program | Family engagement program,3
886,9,11,10,4,1,Average,Average,High,Study skills workshop | Health & wellbeing referral | Family engagement program,3
887,7,8,9,12,1,At-Risk,At-Risk,High,Priority academic counseling | Wellness & substance awareness program | Health & wellbeing referral | Family engagement program,3
888,8,10,10,2,0,Average,Average,Low,Standard monitoring,0
889,9,9,10,5,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program | Family engagement program,3
890,8,9,9,0,0,At-Risk,At-Risk,High,Priority academic counseling,0
891,14,13,13,0,0,High Performer,Average,Medium,Study skills workshop,1
892,14,14,14,2,0,Average,Average,Medium,Study skills workshop | Family engagement program,2
893,10,11,10,0,1,At-Risk,Average,High,Priority academic counseling | Wellness & substance awareness program,1
894,14,13,14,0,0,Average,Average,Medium,Health & wellbeing referral,1
895,17,16,16,0,0,Average,High,Medium,Study skills workshop,1
896,6,7,7,12,1,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program | Early exam preparation support | Health & wellbeing referral,4
897,14,12,13,8,0,High Performer,Average,Medium,Study skills workshop | Wellness & substance awareness program,2
898,10,8,9,2,1,At-Risk,At-Risk,High,Priority academic counseling | Wellness & substance awareness program,1
899,14,14,14,0,0,Average,Average,Medium,Family engagement program,1
900,12,13,13,0,0,Average,Average,Medium,Health & wellbeing referral,1
901,11,11,11,0,0,Average,Average,Medium,Study skills workshop | Family engagement program,2
902,11,9,10,8,1,At-Risk,Average,High,Priority academic counseling | Wellness & substance awareness program,1
903,11,11,10,0,0,Average,Average,Medium,Family engagement program,1
904,10,9,9,0,1,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop,1
905,16,17,18,0,0,Average,High,Medium,Health & wellbeing referral | Family engagement program,2
906,15,17,17,0,0,Average,High,Medium,Health & wellbeing referral,1
907,11,9,10,1,0,Average,Average,Medium,Family engagement program,1
908,7,7,7,9,1,Average,At-Risk,Medium,Early exam preparation support | Family engagement program,2
909,8,6,8,0,0,Average,At-Risk,Medium,Study skills workshop | Health & wellbeing referral,2
910,7,6,7,2,0,Average,At-Risk,High,Study skills workshop | Wellness & substance awareness program | Early exam preparation support,3
911,9,8,10,8,0,Average,Average,Medium,Wellness & substance awareness program | Family engagement program,2
912,14,16,16,0,0,High Performer,High,Medium,Health & wellbeing referral,1
913,14,14,15,0,0,Average,High,High,Study skills workshop | Wellness & substance awareness program | Health & wellbeing referral,3
914,8,5,8,8,1,Average,At-Risk,Medium,Health & wellbeing referral,1
915,8,7,0,0,0,Average,At-Risk,Medium,Health & wellbeing referral,1
916,6,8,8,6,0,Average,At-Risk,Medium,Family engagement program,1
917,8,10,10,0,0,Average,Average,Medium,Health & wellbeing referral,1
918,8,8,8,4,0,High Performer,At-Risk,Low,Standard monitoring,0
919,5,6,6,2,0,At-Risk,At-Risk,High,Priority academic counseling | Wellness & substance awareness program | Early exam preparation support,2
920,7,9,8,2,0,Average,At-Risk,Medium,Health & wellbeing referral,1
921,15,14,16,0,0,High Performer,High,Low,Standard monitoring,0
922,13,14,14,1,0,High Performer,Average,Medium,Study skills workshop,1
923,10,9,10,0,0,Average,Average,Low,Standard monitoring,0
924,9,9,9,5,0,Average,At-Risk,Medium,Study skills workshop,1
925,11,11,11,1,0,High Performer,Average,Medium,Study skills workshop,1
926,7,10,9,8,0,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
927,10,10,10,0,0,Average,Average,Medium,Health & wellbeing referral | Family engagement program,2
928,9,7,8,2,0,Average,At-Risk,Medium,Wellness & substance awareness program,1
929,14,15,16,0,0,Average,High,Low,Standard monitoring,0
930,11,12,12,0,0,High Performer,Average,Medium,Study skills workshop | Wellness & substance awareness program,2
931,9,11,10,11,0,Average,Average,Low,Standard monitoring,0
932,13,14,14,8,0,Average,Average,Low,Standard monitoring,0
933,12,13,12,11,0,Average,Average,Medium,Study skills workshop,1
934,11,11,11,2,0,Average,Average,Low,Standard monitoring,0
935,9,10,10,8,0,Average,Average,Medium,Health & wellbeing referral,1
936,9,11,11,5,0,Average,Average,Medium,Study skills workshop | Health & wellbeing referral,2
937,11,9,11,0,0,Average,Average,Low,Standard monitoring,0
938,10,11,12,1,0,High Performer,Average,Medium,Wellness & substance awareness program,1
939,9,9,8,2,3,At-Risk,At-Risk,High,Priority academic counseling | Remedial tutoring program | Study skills workshop,2
940,12,11,12,2,0,Average,Average,Medium,Study skills workshop,1
941,8,9,8,8,1,At-Risk,At-Risk,High,Priority academic counseling | Wellness & substance awareness program,1
942,13,15,16,0,0,High Performer,High,Low,Standard monitoring,0
943,10,11,11,0,0,Average,Average,Medium,Study skills workshop | Health & wellbeing referral,2
944,11,10,11,2,0,Average,Average,Medium,Family engagement program,1
945,17,18,18,0,0,High Performer,High,Low,Standard monitoring,0
946,12,13,13,0,0,Average,Average,Low,Standard monitoring,0
947,13,14,13,0,0,High Performer,Average,Medium,Health & wellbeing referral,1
948,9,9,10,2,2,At-Risk,Average,High,Priority academic counseling | Remedial tutoring program | Wellness & substance awareness program | Family engagement program,3
949,11,11,12,4,0,Average,Average,Medium,Study skills workshop | Family engagement program,2
950,10,11,10,3,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Family engagement program,2
951,13,14,13,5,0,Average,Average,Low,Standard monitoring,0
952,9,10,11,4,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
953,7,9,10,2,3,At-Risk,Average,High,Priority academic counseling | Remedial tutoring program,1
954,8,13,10,0,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
955,12,12,13,0,1,Average,Average,Medium,Study skills workshop | Family engagement program,2
956,10,9,10,0,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Health & wellbeing referral | Family engagement program,3
957,10,9,10,6,0,Average,Average,Medium,Wellness & substance awareness program | Family engagement program,2
958,11,13,12,0,0,Average,Average,Medium,Health & wellbeing referral,1
959,7,0,0,0,1,Average,At-Risk,Medium,Study skills workshop | Early exam preparation support,2
960,11,9,10,2,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop,1
961,10,10,9,0,0,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program | Family engagement program,3
962,9,7,9,2,1,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop | Family engagement program,2
963,4,0,0,0,1,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop | Early exam preparation support,2
964,6,11,9,4,3,Average,At-Risk,Medium,Remedial tutoring program | Study skills workshop,2
965,4,8,8,9,2,At-Risk,At-Risk,High,Priority academic counseling | Remedial tutoring program,1
966,7,8,8,6,0,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
967,8,9,9,4,3,At-Risk,At-Risk,High,Priority academic counseling | Remedial tutoring program | Study skills workshop,2
968,5,5,7,8,2,At-Risk,At-Risk,High,Priority academic counseling | Remedial tutoring program | Early exam preparation support | Health & wellbeing referral,3
969,7,9,10,9,0,Average,Average,Medium,Study skills workshop | Family engagement program,2
970,8,11,10,12,1,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program | Family engagement program,3
971,10,11,10,8,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program | Health & wellbeing referral,3
972,9,10,11,8,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program,2
973,10,9,11,8,1,At-Risk,Average,High,Priority academic counseling | Health & wellbeing referral | Family engagement program,2
974,8,9,10,4,1,At-Risk,Average,High,Priority academic counseling,0
975,9,10,9,0,0,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop,1
976,8,9,10,4,1,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Family engagement program,2
977,6,8,8,2,2,Average,At-Risk,Medium,Remedial tutoring program,1
978,6,8,7,0,0,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop | Family engagement program,2
979,8,6,0,0,1,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop,1
980,10,11,11,0,0,Average,Average,Medium,Study skills workshop | Family engagement program,2
981,8,7,8,5,0,Average,At-Risk,Low,Standard monitoring,0
982,8,8,0,0,0,At-Risk,At-Risk,High,Priority academic counseling,0
983,7,6,8,3,1,Average,At-Risk,Medium,Early exam preparation support,1
984,8,10,9,0,0,Average,At-Risk,Medium,Study skills workshop,1
985,7,10,10,0,0,Average,Average,Medium,Study skills workshop,1
986,7,8,7,3,2,At-Risk,At-Risk,High,Priority academic counseling | Remedial tutoring program | Family engagement program,2
987,12,13,14,2,0,Average,Average,Medium,Health & wellbeing referral,1
988,11,12,13,0,0,High Performer,Average,Medium,Study skills workshop,1
989,12,13,14,0,0,Average,Average,Low,Standard monitoring,0
990,18,18,18,0,0,High Performer,High,Medium,Health & wellbeing referral,1
991,17,17,17,3,0,High Performer,High,Medium,Study skills workshop,1
992,17,18,18,0,0,High Performer,High,Low,Standard monitoring,0
993,9,0,0,0,1,Average,At-Risk,Low,Standard monitoring,0
994,10,11,11,8,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program | Health & wellbeing referral,3
995,12,13,14,5,0,High Performer,Average,Medium,Study skills workshop | Health & wellbeing referral,2
996,12,13,14,4,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program | Family engagement program,3
997,8,8,10,4,0,Average,Average,Medium,Health & wellbeing referral,1
998,11,12,13,0,0,Average,Average,Medium,Wellness & substance awareness program,1
999,5,0,0,0,0,Average,At-Risk,Medium,Early exam preparation support,1
1000,9,10,10,2,1,Average,Average,Medium,Health & wellbeing referral | Family engagement program,2
1001,5,0,0,0,1,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop | Early exam preparation support | Health & wellbeing referral | Family engagement program,4
1002,18,18,18,0,0,High Performer,High,Low,Standard monitoring,0
1003,11,11,12,5,0,Average,Average,Medium,Health & wellbeing referral,1
1004,8,10,11,2,0,Average,Average,Medium,Family engagement program,1
1005,11,11,12,0,0,Average,Average,Low,Standard monitoring,0
1006,8,0,0,0,3,At-Risk,At-Risk,High,Priority academic counseling | Remedial tutoring program | Wellness & substance awareness program | Health & wellbeing referral | Family engagement program,4
1007,14,14,15,5,0,Average,High,Low,Standard monitoring,0
1008,10,11,11,4,1,High Performer,Average,Medium,Health & wellbeing referral,1
1009,10,10,10,0,0,Average,Average,Low,Standard monitoring,0
1010,12,12,12,2,0,High Performer,Average,Low,Standard monitoring,0
1011,15,14,15,0,0,Average,High,Low,Standard monitoring,0
1012,14,13,14,2,0,Average,Average,Medium,Study skills workshop | Family engagement program,2
1013,19,17,18,0,0,Average,High,Medium,Family engagement program,1
1014,16,15,15,0,0,Average,High,Medium,Wellness & substance awareness program,1
1015,13,12,13,6,0,High Performer,Average,Low,Standard monitoring,0
1016,15,14,15,4,0,High Performer,High,Medium,Health & wellbeing referral,1
1017,13,13,13,0,0,Average,Average,Low,Standard monitoring,0
1018,8,10,9,0,0,Average,At-Risk,Medium,Wellness & substance awareness program,1
1019,15,16,16,0,0,High Performer,High,Low,Standard monitoring,0
1020,8,8,9,0,1,Average,At-Risk,High,Study skills workshop | Health & wellbeing referral | Family engagement program,3
1021,10,10,10,0,0,Average,Average,Medium,Study skills workshop,1
1022,7,5,0,0,0,At-Risk,At-Risk,High,Priority academic counseling | Wellness & substance awareness program | Early exam preparation support,2
1023,9,10,10,3,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop,1
1024,10,11,12,8,0,Average,Average,Low,Standard monitoring,0
1025,7,8,9,4,0,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop | Health & wellbeing referral,2
1026,15,17,17,0,0,High Performer,High,Medium,Health & wellbeing referral,1
1027,10,11,12,4,0,Average,Average,Medium,Family engagement program,1
1028,7,8,9,4,1,Average,At-Risk,Medium,Family engagement program,1
1029,13,14,14,1,0,High Performer,Average,Medium,Wellness & substance awareness program | Health & wellbeing referral,2
1030,16,16,16,1,0,High Performer,High,Medium,Health & wellbeing referral,1
1031,8,9,9,10,0,At-Risk,At-Risk,High,Priority academic counseling | Health & wellbeing referral,1
1032,17,18,19,4,0,High Performer,High,Medium,Wellness & substance awareness program | Health & wellbeing referral,2
1033,7,7,0,0,0,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop | Early exam preparation support,2
1034,14,15,16,4,0,High Performer,High,Low,Standard monitoring,0
1035,5,8,0,0,1,Average,At-Risk,Medium,Study skills workshop | Family engagement program,2
1036,7,7,0,0,1,At-Risk,At-Risk,High,Priority academic counseling | Study skills workshop | Wellness & substance awareness program | Early exam preparation support,3
1037,14,17,15,0,0,Average,High,Low,Standard monitoring,0
1038,6,9,11,0,0,High Performer,Average,Medium,Health & wellbeing referral,1
1039,7,9,10,4,0,At-Risk,Average,High,Priority academic counseling | Study skills workshop,1
1040,10,11,10,4,1,Average,Average,Low,Standard monitoring,0
